Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
53,2023-03-21,157.48321533203125,157.60185682514813,154.7741189081368,155.54533387337614,73938300
54,2023-03-22,156.04957580566406,160.31095376257457,156.02979719452793,157.50299444764113,75701800
55,2023-03-23,157.13717651367188,159.7276317574304,155.90127718884906,157.03831361968307,67622100
56,2023-03-24,158.4422607421875,158.53124185441158,156.06934056292735,157.06794158008978,59196500
57,2023-03-27,156.49449157714844,158.9564080964957,156.08911303822106,158.13576925671327,52390300
58,2023-03-28,155.87159729003906,156.70213299816345,154.22043780927265,156.1879947191645,45992200
59,2023-03-29,158.9564208984375,159.23326112130354,157.5524411719995,157.57220469744664,51305700
60,2023-03-30,160.5284881591797,160.6372479005565,159.45078759523014,159.70784921727477,49501700
61,2023-03-31,163.03982543945312,163.1387034155815,160.08356404514288,160.60758412796915,68749800
62,2023-04-03,164.29550170898438,164.4141432098461,162.36750188667764,162.41694087425697,56976200
63,2023-04-04,163.7615966796875,164.95793868784338,163.24745837486338,164.72065569074036,46278300
64,2023-04-05,161.91268920898438,163.1881457283857,159.9748075653386,162.88164511746857,51511700
65,2023-04-06,162.80255126953125,163.0991701273508,160.1725538630794,160.5976959928467,45390100
66,2023-04-10,160.2021942138672,160.2021942138672,158.2741945090455,159.59907481013732,47716900
67,2023-04-11,158.986083984375,160.52848384854775,158.6993469072352,160.5186020856557,47644200
68,2023-04-12,158.29400634765625,160.23188822150757,157.97760884934243,159.40136741842844,50133100
69,2023-04-13,163.69241333007812,163.92971146349103,159.59911482035352,159.80675257292276,68445600
70,2023-04-14,163.3463592529297,164.4438385284041,161.97203971757548,162.73334288891357,49386500
71,2023-04-17,163.36610412597656,163.52430285260365,162.17964384959518,163.22768401184308,41516200
72,2023-04-18,164.5921173095703,165.52151594579726,163.78136017187086,164.22629596467013,49923000
73,2023-04-19,165.73904418945312,166.26306428456468,163.67260909854727,163.92968580784367,47720200
74,2023-04-20,164.7700653076172,165.97630406053003,163.6923648914332,164.2163849134918,52456400
75,2023-04-21,163.1584930419922,164.57235465877127,162.63447292379246,163.1881534195007,58337300
76,2023-04-24,163.46498107910156,163.73193954278202,162.04122272168698,163.13870186497232,41949600
77,2023-04-25,161.92259216308594,164.4339329839802,161.883034935673,163.32657200300784,48714100
78,2023-04-26,161.91268920898438,163.41554697412082,160.96352700012233,161.22058862196803,45498800
79,2023-04-27,166.51023864746094,166.65854052357386,163.32656095584278,163.32656095584278,64902300
80,2023-04-28,167.76589965820312,167.93399523157063,165.98621681699632,166.58933625125528,55275900
81,2023-05-01,167.67691040039062,168.52720964209172,166.7376300382773,167.370409816753,52472900
82,2023-05-02,166.63876342773438,168.42835824019505,165.65004401355455,168.17128153704527,48425700
83,2023-05-03,165.56109619140625,168.99195445569575,165.27437414174784,167.5879744155346,65136000
84,2023-05-04,163.91976928710938,165.1556684360722,162.45646891900202,163.02992793451995,81235400
85,2023-05-05,171.612060546875,172.33382159836464,168.83374592219786,169.05126543141336,113453200
86,2023-05-08,171.54281616210938,171.88887398730245,170.1684967974759,170.53431814830344,55962800
87,2023-05-09,169.8323516845703,171.58237432630546,169.6642711810136,171.09791142977792,45326900
88,2023-05-10,171.60214233398438,172.06684167430913,169.96086445482297,171.06824047843108,53724500
89,2023-05-11,171.78997802734375,172.62049861686478,170.22779972610607,171.88885599180736,49514700
90,2023-05-12,170.8592987060547,172.33451847611525,169.3048550658258,171.8988778353498,45533100
91,2023-05-15,170.36427307128906,171.49297161869612,169.77021484316816,171.44346424843133,37266700
92,2023-05-16,170.36427307128906,171.42365827881974,170.09694535788182,170.28506430037106,42110300
93,2023-05-17,170.97813415527344,171.2157453771671,168.7306323338431,170.00785308163907,57951600
94,2023-05-18,173.3147430419922,173.50286200077872,170.86922679282654,171.28506154552485,65496700
95,2023-05-19,173.4236297607422,174.6414324508558,173.20580942819797,174.6414324508558,55809500
96,2023-05-22,172.47314453125,172.97809854709377,171.7305793150355,172.25532419255816,43570900
97,2023-05-23,169.8593292236328,171.66129487805824,169.58210606257185,171.4137731194303,50747300
98,2023-05-24,170.1365509033203,170.71080319124064,168.82964388505917,169.393985633902,45143500
99,2023-05-25,171.275146484375,172.1761141248664,169.98803043113716,170.70089424192957,56058300
100,2023-05-26,173.69093322753906,174.02757424675536,171.39393953348073,171.60186442454003,54835000
101,2023-05-30,175.54241943359375,177.21566879798618,174.81966018947244,175.20579349606086,55964400
102,2023-05-31,175.49293518066406,177.5721240946458,175.00778707206032,175.57214396008078,99625300
103,2023-06-01,178.30474853515625,178.33444993394386,175.17607026429087,175.93844141740337,68901800
104,2023-06-02,179.15621948242188,179.97799341291704,177.48297022337377,179.2354282464183,61996900
105,2023-06-05,177.79983520507812,183.11659785767154,176.27509267968756,180.81960374527281,121946500
106,2023-06-06,177.43348693847656,178.33445457100666,175.6711182885981,178.18594757320713,64848400
107,2023-06-07,176.05726623535156,179.41366034455214,175.56222276728346,176.67111530134713,61944600
108,2023-06-08,178.78001403808594,179.04732664647344,175.70084291207064,176.1364684949153,50214900
109,2023-06-09,179.1661376953125,180.42353722036253,178.8394071951532,179.70077799078283,48900000
110,2023-06-12,181.96807861328125,182.0670933538608,179.17604119777275,179.473070311983,54274900
111,2023-06-13,181.49282836914062,182.32449774459167,180.63145759510397,180.98788948565831,54929100
112,2023-06-14,182.1265106201172,182.5621513412214,180.21564985689943,181.55225831570974,57462900
113,2023-06-15,184.16607666015625,184.67103069686027,181.95818688950908,182.13641040467775,65433200
114,2023-06-16,183.08689880371094,185.1363862861082,182.44334825251562,184.87895397960628,101256200
115,2023-06-20,183.17599487304688,184.25520121093788,182.5819517231594,182.5819517231594,49799100
116,2023-06-21,182.1364288330078,183.5720521007454,180.7799992383261,183.06709801295077,49515700
117,2023-06-22,185.14625549316406,185.1957628610581,181.84926421078353,181.91857754734076,51245300
118,2023-06-23,184.82943725585938,185.70071866604846,183.17599374881706,183.71064919871634,53117000
119,2023-06-26,183.43341064453125,186.18585111473345,183.39379870692287,184.97794384564872,48088700
120,2023-06-27,186.1957550048828,186.52248552112178,183.8294477274505,184.04726807160984,50730800
121,2023-06-28,187.37396240234375,188.01751290126907,185.7403249158235,186.06704032710473,51216800
122,2023-06-29,187.71060180664062,188.18585447217086,187.06705126158826,187.2056628454855,46347300
123,2023-06-30,192.04718017578125,192.5521191164762,189.3640377084909,189.7303801784341,85213200
124,2023-07-03,190.55213928222656,191.9580609253223,189.85906633761323,191.85904618822673,31458200
125,2023-07-05,189.43331909179688,191.0669563536009,188.73035077998927,189.67094537484306,46920300
126,2023-07-06,189.90858459472656,190.11650951153766,187.32445692665846,187.95811200082892,45094300
127,2023-07-07,188.78977966308594,190.7600582083635,188.35415407859097,189.51255404191053,46815000
128,2023-07-10,186.74029541015625,188.10662020019882,185.18585168727856,187.38384586798722,59922200
129,2023-07-11,186.215576171875,187.42348359441797,184.75025155228488,187.28487201023415,46638100
130,2023-07-12,187.8887939453125,189.7996543975007,186.60167796269752,187.79967464320742,60750200
131,2023-07-13,188.6511688232422,189.29473443261006,187.89870814797314,188.61157199087162,41342300
132,2023-07-14,188.79969787597656,189.28483085110778,187.75020804300397,188.34425119556795,41616200
133,2023-07-17,192.0669708251953,192.39370132812152,189.9085734412509,189.9976776399959,50520200
134,2023-07-18,191.80955505371094,192.4036133115075,190.51254346863507,191.43333225746687,48288200
135,2023-07-19,193.16595458984375,196.26491622319193,190.74022966968735,191.1857808476927,80507300
136,2023-07-20,191.2154998779297,194.52238670645607,190.5917402572243,193.1560618639693,59581200
137,2023-07-21,190.03729248046875,193.03725474426253,189.33432409540026,192.17588392818155,71951700
138,2023-07-24,190.8392791748047,192.97787083183135,190.3442356490594,191.49274025459553,45377800
139,2023-07-25,191.70062255859375,192.51250107589357,191.0075647435374,191.4135040021873,37283200
140,2023-07-26,192.57191467285156,193.70061320853526,191.40361930588426,191.75014067908202,47471900
141,2023-07-27,191.30459594726562,195.24513765991685,190.64123952357383,194.07684234558644,47460200
142,2023-07-28,193.88873291015625,194.68080550669023,192.21548351570434,192.74022840055838,48291400
143,2023-07-31,194.5026092529297,194.5422211974479,193.32440317776312,194.11647588529388,38824100
144,2023-08-01,193.67091369628906,194.77980627337752,193.34418318178373,194.29467332466547,35175100
145,2023-08-02,190.6709747314453,193.24519211613384,189.9482153815842,193.1065805270162,50389300
146,2023-08-03,189.27493286132812,190.46303425792703,188.79969532419432,189.67097673188036,61235200
147,2023-08-04,180.18594360351562,185.52251207833032,180.11663025996506,183.68094960257173,115956800
148,2023-08-07,177.07708740234375,181.3146590660809,175.59195672278545,180.32457194637539,97576100
149,2023-08-08,178.01763916015625,178.48298124186843,175.81964489133262,177.9087289898081,67823000
150,2023-08-09,176.42361450195312,179.13644336005612,175.25530392276485,179.07704055404358,60378500
151,2023-08-10,176.20579528808594,178.95823610645982,175.83946791027196,177.700821310071,54686900
152,2023-08-11,176.2652587890625,177.0881424893324,175.03590276334816,175.7993034466227,52036700
153,2023-08-14,177.92095947265625,178.14898275911253,175.78938877461678,176.44373225185288,43675600
154,2023-08-15,175.9281768798828,177.94076628789648,175.53161335110406,177.34592099472832,43622600
155,2023-08-16,175.05575561523438,177.00884711894057,174.98634866880315,175.6109506749611,46964900
156,2023-08-17,172.5077667236328,175.9876593304517,171.9922220355352,175.62083731111454,66062900
157,2023-08-18,172.99356079101562,173.59832997175556,170.48525954825683,170.82234004167174,61172200
158,2023-08-21,174.33200073242188,174.61952217759173,172.25001931121287,173.56861510861043,46311900
159,2023-08-22,175.71005249023438,176.15619021692956,174.73846130997606,175.541512243613,42038900
160,2023-08-23,179.56671142578125,179.99303161559698,176.80064510070915,176.9890180826326,52722800
161,2023-08-24,174.86737060546875,179.54689311295104,174.50053343712446,179.12057292485625,54945800
162,2023-08-25,177.07823181152344,177.6135940867137,174.3121656551708,175.8587845923081,51449600
163,2023-08-28,178.6446990966797,179.04126265908485,177.0187642861302,178.5455506421133,43820700
164,2023-08-29,182.54098510742188,183.31429463018617,177.96061099136716,178.15889276911417,53003900
165,2023-08-30,186.0406951904297,186.23899207960088,183.15566303930453,183.35394480054703,60813900
166,2023-08-31,186.25881958007812,187.49809956371718,185.8721648302999,186.22907807070516,60794500
167,2023-09-01,187.83517456054688,188.2912210727348,186.66528651811905,187.86491606664922,45766500
168,2023-09-05,188.0731201171875,188.350717612699,186.00104769428793,186.66529992482816,45280000
169,2023-09-06,181.3413543701172,187.2304149251444,179.91370149278592,186.78426205503195,81755800
170,2023-09-07,176.0372314453125,176.68166607969957,172.0517029915355,173.6776376395152,112488800
171,2023-09-08,176.6519012451172,178.6942471635063,176.265246533602,176.82045661878996,65551300
172,2023-09-11,177.82180786132812,178.7537488345446,175.81912716109244,178.52572555213936,58953100
173,2023-09-12,174.78807067871094,178.58522677149583,173.32076725641124,177.95071595688535,90370200
174,2023-09-13,172.71595764160156,175.77945374423584,172.48791926125182,174.99622042167854,84267900
175,2023-09-14,174.23284912109375,174.58976234555206,172.09136977434392,172.50776601489048,60895800
176,2023-09-15,173.50909423828125,174.9863213204115,172.329312484714,174.96648860625493,109259500
177,2023-09-18,176.4437255859375,177.84163701778533,174.65915940995401,174.9664984209427,67257600
178,2023-09-19,177.5343017578125,178.08949677364237,175.61093679016653,175.99759154247158,51826900
179,2023-09-20,173.98500061035156,178.1588871164402,173.89576095445636,177.72265814247962,58436200
180,2023-09-21,172.43833923339844,174.7880239939856,172.368947431924,173.05303229407238,63149100
181,2023-09-22,173.291015625,175.56138533598119,172.55737145660927,173.17204957130022,56725400
182,2023-09-25,174.56993103027344,175.4522977411563,172.65647493916612,172.70604916227998,46172700
183,2023-09-26,170.48526000976562,173.6974637546494,170.18782981503577,173.32073296072448,64588900
184,2023-09-27,168.9683837890625,171.5560010147378,167.6002289663342,171.13960475321795,66921800
185,2023-09-28,169.22616577148438,170.55467030699108,166.18248681585104,167.88773731405627,56294400
186,2023-09-29,169.74169921875,171.58574835004075,168.87915010499984,170.54475018871184,51861100
187,2023-10-02,172.25990295410156,172.80518912572896,169.46408028935463,169.75160169254372,52164500
188,2023-10-03,170.92149353027344,172.14095595651972,169.3550569046923,170.78269477378157,49594600
189,2023-10-04,172.1707000732422,172.71598631340495,169.5037670214799,169.62273306372262,53020300
190,2023-10-05,173.4099578857422,173.9453201351637,171.19907169783187,172.29955283135268,48527900
191,2023-10-06,175.9678497314453,176.46356172729125,171.69479961979252,172.30949278163357,57266700
192,2023-10-09,177.45498657226562,177.51446959158443,174.2923416030924,175.29367439346143,42390800
193,2023-10-10,176.860107421875,178.17870301308767,176.4238784890915,176.5726011495921,43698000
194,2023-10-11,178.25804138183594,178.30761560829964,176.07691156880261,176.6717569025772,47551100
195,2023-10-12,179.1602325439453,180.77624333047942,177.50454119898205,178.52572180730996,56743100
196,2023-10-13,177.31619262695312,180.36976530628638,176.61227491408687,179.86414450043375,51427100
197,2023-10-16,177.18728637695312,177.5441995976702,174.99623283045386,175.23418002024147,52517000
198,2023-10-17,175.63076782226562,176.8898806260753,173.30093033620963,175.13505578762425,57549400
199,2023-10-18,174.33200073242188,176.0570840196497,173.60826541418712,174.07423592634754,54764400
200,2023-10-19,173.9552459716797,176.31482459139443,173.68755728005698,174.53025852712355,59302900
201,2023-10-20,171.3973846435547,173.91559492791032,171.15943743932888,173.80653768363138,64244000
202,2023-10-23,171.51632690429688,172.5176595517305,168.47264840823163,169.44425467817877,55980100
203,2023-10-24,171.9525604248047,172.18058368172586,169.97962145460033,171.5659057161436,43816600
204,2023-10-25,169.63265991210938,171.57584256593557,169.18650699014253,170.4059694558874,57157000
205,2023-10-26,165.458740234375,169.91023915738614,164.24920182104776,168.9088912991807,70625300
206,2023-10-27,166.77734375,167.5110029440003,165.39926501775972,165.47858075180807,58499100
207,2023-10-30,168.82957458496094,169.70203248533966,167.42175441803172,167.57047708446643,51131000
208,2023-10-31,169.3054656982422,169.43434051981868,166.4600687836398,167.89764555846892,44846000
209,2023-11-01,172.47802734375,172.73579212701503,168.66103905073186,169.5334969755198,56934900
210,2023-11-02,176.04714965820312,176.25534020612366,173.95524461845602,174.0147276321476,77334800
211,2023-11-03,175.13504028320312,175.30359567263832,171.8633532465518,172.74571998498175,79829200
212,2023-11-06,177.69290161132812,177.8911833660216,174.69881232122145,174.86735256910734,63841300
213,2023-11-07,180.2606964111328,180.87537437336846,177.4351323131202,177.64332285545842,70530000
214,2023-11-08,181.321533203125,181.87672821790486,180.03267898856913,180.78617090399572,49340300
215,2023-11-09,180.8456573486328,182.54098393459674,180.2507968912838,181.39094357988108,53763500
216,2023-11-10,185.0448760986328,185.21365353801235,182.1957456895483,182.63254933718324,66133400
217,2023-11-13,183.45652770996094,184.67758150620577,182.87082057942214,184.46911666550656,43627500
218,2023-11-14,186.07733154296875,186.74245888927783,184.94561983989882,186.33543591459554,60108400
219,2023-11-15,186.6431884765625,188.12236184083608,186.414864785386,186.4843631662735,53790500
220,2023-11-16,188.33084106445312,189.57175373642215,187.2785343944212,188.191859451107,54412900
221,2023-11-17,188.31097412109375,188.99596031021713,187.19912126214516,188.86690055056806,50922700
222,2023-11-20,190.05816650390625,190.51482899547432,188.49958819031184,188.50951003765908,46505100
223,2023-11-21,189.25408935546875,190.12769680017212,188.36063821273925,190.0184958695842,38134500
224,2023-11-22,189.91917419433594,191.52739194971423,189.44266803493824,190.09787347152113,39617700
225,2023-11-24,188.5889434814453,189.51217522879531,187.87417657801197,189.48239453680722,24048300
226,2023-11-27,188.41024780273438,189.28385517880056,187.52671857843467,188.5393075690696,40552600
227,2023-11-28,189.0158233642578,189.69088777480036,188.02309316770635,188.40033548971132,38415400
228,2023-11-29,187.9932861328125,190.693513100917,187.5962001689742,189.51216190888897,43014200
229,2023-11-30,188.569091796875,188.93641225844013,186.82189215984647,188.45989087281944,48794400
230,2023-12-01,189.84970092773438,190.1673666680402,187.85430382511626,188.94631294335792,45704800
231,2023-12-04,188.0528564453125,188.66835941071503,186.08725507958516,188.59886103241988,43389500
232,2023-12-05,192.01385498046875,192.9867262414063,188.79740398889692,188.82719982806023,66628400
233,2023-12-06,190.921875,193.34412390879868,190.71339499767492,193.03637997744386,41089700
234,2023-12-07,192.85768127441406,193.5823700079149,192.18261692775607,192.22233461466143,47477700
235,2023-12-08,194.28720092773438,194.56516412443645,192.26202318278135,192.78816888710017,53406400
236,2023-12-11,191.77557373046875,192.08333275402958,190.02837438732863,191.70609050749914,60943700
237,2023-12-12,193.29449462890625,193.30441647720014,190.32622602015354,191.6763396332624,52696900
238,2023-12-13,196.52085876464844,196.56056130389416,193.43346752411227,193.67171305530522,70404200
239,2023-12-14,196.6697540283203,198.16877097511053,194.733933428728,196.58041195784497,66831600
240,2023-12-15,196.13369750976562,196.95765018105735,195.56783406915136,196.09397982207716,128538400
241,2023-12-18,194.46588134765625,195.20050700939822,192.97678633039985,194.66442432038554,55751900
242,2023-12-19,195.50827026367188,195.5181921115413,194.46590061872467,194.73394198979324,40714100
243,2023-12-20,193.41360473632812,196.24287639656293,193.41360473632812,195.46854814025792,52242800
244,2023-12-21,193.26466369628906,195.647224718029,192.0932496001896,194.6743535867769,46482500
245,2023-12-22,192.19256591796875,193.9894050921648,191.56714106698067,193.76106624785666,37149600
246,2023-12-26,191.6465606689453,192.48045036895266,191.42815882163003,192.20248713561688,28919300
247,2023-12-27,191.74581909179688,192.09328069742187,189.7007974418798,191.09062871652011,48087700
248,2023-12-28,192.1726837158203,193.24483398097485,191.7656607623355,192.72861011674675,34049900
249,2023-12-29,191.1303253173828,192.98672576072192,190.33613820624774,192.4903607097449,42672100
